"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Andean Emerald",1,0.0294117647058824,0.0666666666666667,-0.933333333333333,0.95,1,1,1,0.0666666666666667,1.3,0,0,0.0454545454545455,0.0210714695422737,1677720700.50048,0,1,0.0371134508352612,0.112781954887218,0
"Booted Racket-tail",6,0.176470588235294,2.39358974358974,0.232264957264957,0.35,0.848484848484849,0.848484848484849,0.376050716545177,0.398931623931624,1.1,0.0397891963109354,0,0.0508021390374332,0.0385428907168038,838860795.708333,1.79175946922805,6,0.222680705011567,0.278195488721804,0.351782566878495
"Brown Inca",12,0.352941176470588,2.68644688644689,0.140537240537241,0.1,0.666666666666667,0.666666666666667,0.235702260395516,0.223870573870574,1,0.226900997553171,0.347081259292779,0.053475935828877,0.0532121998702141,1677721591.41667,2.484906649788,12,0.445361410023134,0.505012531328321,0.0801342749309778
"Buff-tailed Coronet",7,0.205882352941176,1.48644688644689,0.0694924123495552,0.3,0.818181818181818,0.818181818181818,0.341881729378914,0.212349555206698,1.05,0.0870459250894034,0.0103432671795203,0.0521390374331551,0.0443228269315226,838860799.928571,1.94591014905531,7,0.259794155846828,0.37593984962406,0.123185467633902
"Collared Inca",6,0.176470588235294,1.19358974358974,0.0322649572649573,0.4,0.848484848484849,0.848484848484849,0.376050716545177,0.198931623931624,1.25,0.0769668737060041,0.00387872519232012,0.0467914438502674,0.0403134121984944,838860795.708333,1.79175946922805,6,0.222680705011567,0.278195488721804,0.174756446997287
"Fawn-breasted Brilliant",4,0.117647058823529,0.676923076923077,-0.0807692307692308,0.55,0.909090909090909,0.909090909090909,0.476731294622796,0.169230769230769,1.1,0.0397891963109354,0,0.0508021390374332,0.0401109339855436,6710885302.00018,1.38629436111989,4,0.148453803341045,0.270676691729323,0.11426669839647
"Gorgeted Sunangel",6,0.176470588235294,1.47692307692308,0.0794871794871795,0.45,0.848484848484849,0.848484848484849,0.376050716545177,0.246153846153846,1.3,0.0642857142857143,0.00950287672118431,0.0454545454545455,0.0372103576391843,838860795.708333,1.79175946922805,6,0.222680705011567,0.255639097744361,0.245291264079549
"Green-crowned Brilliant",3,0.0882352941176471,0.733333333333333,-0.0888888888888889,0.6,0.939393939393939,0.939393939393939,0.559581373109678,0.244444444444444,1.15,0.0263833992094862,0,0.0494652406417112,0.033319788703779,419430397.854167,1.09861228866811,3,0.111340352505784,0.172932330827068,0.280645268992712
"Green-crowned Woodnymph",3,0.0882352941176471,0.393589743589744,-0.202136752136752,0.65,0.939393939393939,0.939393939393939,0.559581373109678,0.131196581196581,1.1,0.0397891963109354,0,0.0508021390374332,0.0350790079790993,419430397.854167,1.09861228866811,3,0.111340352505784,0.240601503759398,0.0775208183231308
"Green-fronted Lancebill",3,0.0882352941176471,0.443589743589744,-0.185470085470085,0.7,0.939393939393939,0.939393939393939,0.559581373109678,0.147863247863248,1.35,0.00181159420289855,0,0.0441176470588235,0.0320109305616552,419430397.854167,1.09861228866811,3,0.111340352505784,0.180451127819549,0.173539082664126
